9.45e+03,-4.17e+00,-3.73e+00,-3.72e+00,1.70e+01,4.05e+01
9.60e+03,-4.23e+00,-3.72e+00,-3.72e+00,1.70e+01,4.10e+01
9.75e+03,-4.22e+00,-3.73e+00,-3.72e+00,1.70e+01,4.00e+01
9.90e+03,-4.20e+00,-3.70e+00,-3.70e+00,1.90e+01,4.60e+01
1.00e+04,-4.21e+00,-3.48e+00,-3.48e+00,1.70e+01,4.10e+01
1.02e+04,-4.22e+00,-3.48e+00,-3.48e+00,1.70e+01,4.20e+01
1.04e+04,-4.20e+00,-3.48e+00,-3.48e+00,1.70e+01,3.90e+01
1.05e+04,-4.22e+00,-3.48e+00,-3.48e+00,1.70e+01,4.10e+01
1.06e+04,-4.21e+00,-3.48e+00,-3.48e+00,1.70e+01,4.00e+01
1.08e+04,-4.22e+00,-3.48e+00,-3.48e+00,1.90e+01,4.50e+01
1.10e+04,-4.22e+00,-3.48e+00,-3.48e+00,1.70e+01,4.10e+01
1.11e+04,-4.20e+00,-3.48e+00,-3.48e+00,1.80e+01,4.30e+01
1.12e+04,-4.21e+00,-3.48e+00,-3.48e+00,1.90e+01,4.80e+01
1.14e+04,-4.21e+00,-3.48e+00,-3.48e+00,1.90e+01,4.80e+01
